,UserName,Timestamp,Embedded_text,scores,sentiment_score,overall_sentiment
10,@Be_Kind0000,2023-01-03T19:44:39.000Z,"#joshimath
atulsati
@atulsati1
·
3 Jan
डी एम का फोन बंद है 

एस डी एम छुट्टी चले गये 

तहसीलदार के भरोसे आपदा ग्रस्त दरारों धंसाव से पटा नगर हजारों जनता है । 

कल रात से दरारें लगातार बढ़ रही हैं चौड़ी हो रही हैं ...!
31","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
11,@ItsPGauravUK,2023-01-03T17:34:40.000Z,"#SaveJoshimath #joshimath #Uttrakhand
Ramesh Bhatt
@Rameshbhimtal
·
3 Jan
जोशीमठ में भारी त्रासदी दे रही है दस्तक।जल्द बड़े क़दम नहीं उठाए गए तो हो सकता है बड़ा नुक़सान।@pushkardhami
39","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
12,@Vd_sim_,2023-01-03T15:32:19.000Z,"#जोशीमठ
#joshimath #HaldwaniEncroachment
TJendra
@TeJeNdRa_AlMoDi
·
3 Jan
हल्द्वानी के लिये बड़े बड़े थ्रेड लिखने वाले भाई, जोशीमठ वाले पहाड़ियों को क्यों भूल रहें हो, इनके लिये थ्रेड ना सही इनके दुःख दर्द की आवाज तो बनो, महीनों से लगे है अपने दुःख दर्द की दरारों के जख्मो को भरने की मांग के लेकर, वोट मांगने वाले भी अंधे-बेहरे बैठे है।
#जोशीमठ twitter.com/thehill_news/s…
112","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
13,@MSMscarecrow,2023-01-03T09:56:24.000Z,"Sirf vote bank hai #Hindus, #BJP keliye.
#joshimath
The Times Of India
@timesofindia
·
3 Jan
Joshimath - the sinking hill town of Uttarakhand 

https://timesofindia.indiatimes.com/city/dehradun/joshimath-the-sinking-hill-town-of-uttarakhand/photostory/96703797.cms…
1
63","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
14,@ukkhabri,2023-01-03T16:48:09.000Z,"जोशीमठ का आधार डूब रहा है। 500 से अधिक घरों में दरारें आ गई हैं। लोग अपने घरों को बांस के खंभे से सहारा देकर संभालने की कोशिश कर रहे हैं -
@atulsati1
#Joshimath #जोशीमठ_बचाओ
uttarakhandkhabri.com
क्या खत्म हो जाएगा जोशीमठ का अस्तित्व? लगातार हो रहे भूधंसाव से परेशान लोग ने की पुनर्वास की मांग -...
Joshimath News: उत्तराखंड के जोशीमठ क्षेत्र में हो रहे भू-धंसाव से लोगों को चौतरफा खतरा उत्पन्न हो गया है। मकान और खेतों में दरारें आ गई हैं।
1
40","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
15,@janjwar_com,2023-01-03T09:20:53.000Z,"मकान और जमीनों में भारी दरारों के बाद अब जोशीमठ में हाइटेंशन तारों के खंभे हुए तिरछे, एक कदम और बढ़ा खतरा #Joshimath #Chamoli #Uttarakhand #Joshimathnews #CMDhami #PushmarSinghDhami
The following media includes potentially sensitive content. Change settings
View
75","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
16,@KUttarakhand,2023-01-03T13:11:47.000Z,"जोशीमठ में नए इलाके में भूधंसाव, तिरछे हुए बिजली के पोल्स और पेड़ https://khabaruttarakhand.com/landslide-slanted-electric-poles-and-trees-in-new-area-of-joshimath/… via 
@kuttarakhand
 #joshimath
khabaruttarakhand.com
जोशीमठ में नए इलाके में भूधंसाव, तिरछे हुए बिजली के पोल्स और पेड़ | Kh
जोशीमठ में भूधंसाव से हालात खराब होने लगे हैं। भूधंसाव से कई नए मकानों को खतरा हो गया है। इसके साथ ही पेड़ और हाईटेंशन वायर्स के लिए खंभे भी तिरछे हो गए हैं। जोशीमठ में भूधंसाव लगातार बढ़ता जा रहा
75","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
17,@Mishra__Prateek,2023-01-03T09:10:51.000Z,"ऋषभ पंत का हालचाल जानने के लिए CM पुष्कर सिंह धामी स्वयं जाते है. लेकिन जोशीमठ के निवासियों की  पुनर्वास की मांग को सुनने में देरी दिखाई जा रही है..  

अगर भूकंप आया और जान-माल को नुकसान हुआ तो इसका जिम्मेदार कौन होगा ?
@pushkardhami
 

#Uttarakhand #Joshimath
1
64","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
18,@aaspadoos,2023-01-03T14:22:37.000Z,"पुनर्वास को लेकर आंदोलन के मूड में हैं जोशीमठ के प्रभावित लोग। https://aaspadoos.com/disaster/joshimath-dizaster/… 

#Joshimath #mudslide
aaspadoos.com
पुनर्वास को लेकर आंदोलन के मूड में हैं जोशीमठ के प्रभावित लोग। - AasPadoos - आस पड़ोस
Affected people of Joshimath are in agitation mood for rehabilitation
55","{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.3818}",-0.3818,neg
19,@AU_DehradunNews,2023-01-03T06:05:43.000Z,"उत्तराखंड के जोशीमठ क्षेत्र में हो रहे भू-धंसाव से लोगों को चौतरफा खतरा उत्पन्न हो गया है। मकान और खेतों में दरारें आने के बाद अब हाईटेंशन लाइन के खंभे भी तिरछे हो गए हैं। 
https://amarujala.com/photo-gallery/dehradun/uttarakhand-joshimath-news-ht-line-pillars-skewed-due-to-landslide-danger-over-houses…
#Joshimath #Uttarakhand #HTLine 
@pushkardhami
amarujala.com
Joshimath: भू-धंसाव से लोगों को चौतरफा खतरा...घरों और खेतों में दरारें आने के बाद अब HT लाइन के...
उत्तराखंड के जोशीमठ क्षेत्र में हो रहे भू-धंसाव से लोगों को चौतरफा खतरा उत्पन्न हो गया है। मकान और खेतों में दरारें
1
126","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
20,@Mamgain_ji_1997,2023-01-04T14:27:16.000Z,"Cracks in hundreds of houses .Due to fear, people came out of their homes in the chilling cold. The government is moving forward on the issue of landslides with the speed of a turtle. 
But On other side ,big media are trying  to save the illegal occupants in #Haldwani
#Joshimath
158","{'neg': 0.138, 'neu': 0.788, 'pos': 0.074, 'compound': -0.4118}",-0.4118,neg
21,@SonaliVaid,2023-01-04T17:47:03.000Z,"Anger in #Joshimath Uttarakhand

Sinking land, cracks in houses
Over 600 houses unsafe (maybe more?)

There are NO natural disasters

""People are spending nights in open, braving bone-chilling cold because homes are not safe to stay""

Evacuation & Rehabilitation needed urgently
atulsati
@atulsati1
·
4 Jan
हमारा एलान ..! 

आर ..पार ..!
1
8
14
2,204","{'neg': 0.214, 'neu': 0.745, 'pos': 0.041, 'compound': -0.8939}",-0.8939,neg
22,@Jyotiradityasah,2023-01-04T11:10:56.000Z,"My Hometown Joshimath is in the verge of witnessing a big tragedy . It is gateway to historical places like Badrinath Dham , Valley of Flowers ,Hemkunt Sahib and several other famous treks . Why state govt is ignoring this beautiful town ? 
#Joshimath #Uttarakhand
Neha Chauhan
@nehajoychauhan
·
4 Jan
Uttarakhand's Joshimath is getting ready for a big tragedy. Several buildings and home now have huge cracks leaking muddy water.
0:27
1,759 views
1
3
9
1,035","{'neg': 0.138, 'neu': 0.719, 'pos': 0.143, 'compound': -0.1469}",-0.1469,neg
23,@the_anubhav_,2023-01-04T16:05:44.000Z,"Joshimath is sinking.
Lord Badrinath's adobe is sinking

#saveuttarakhand 
#uttarakhand 
#Joshimath 
#india
2
96","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
24,@Rg11channel1,2023-01-04T18:31:59.000Z,"Current situation 
#Joshimath #Uttarakhand #india
Jyotiraditya sah
@Jyotiradityasah
·
4 Jan
People of Joshimath trying to raise their voice for their existence , a town which is very historical , sadly being ignored by the state government and every national Media .
#Joshimath #Uttarakhand
1
87","{'neg': 0.127, 'neu': 0.873, 'pos': 0.0, 'compound': -0.6573}",-0.6573,neg
25,@tv9gujarati,2023-01-04T03:44:30.000Z,"Landslides in #Joshimath are causing cracks in houses; fear among the locals 

#Uttrakhand #TV9News
1
554","{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.4939}",-0.4939,neg
26,@vatsalshivendra,2023-01-04T13:30:29.000Z,"Uttarakhand BJP formed a 14-member committee to assess the landslides and damages taking place in Joshimath.

#Joshimath
102","{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.4404}",-0.4404,neg
27,@RwRishikesh,2023-01-04T12:52:07.000Z,"joshimath is sinking
Another historic town succumbs to another project
Regrettably, we do not even have a song 
#Uttarakhand #Joshimath #Rishikeshwritings
110","{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.4588}",-0.4588,neg
28,@tiwariravish,2023-01-04T16:15:40.000Z,"#landslide in #Joshimath #ntpc ingnorant please intervene 
@pushkardhami
 @PMOIndia
 @narendramodi
 @AmitShah
 . Please protect our religious heritage. #badrinathdham
1
1
173","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.7351}",0.7351,pos
29,@ram_bijendra,2023-01-04T07:24:20.000Z,"Save #Joshimath an ancient town in chamoli district #uttarkhand Is under massive geographical changes like landslide,earthquake. Govt. should support people and migrate them to safer place in this chilling cold.
#जोशीमठ
195","{'neg': 0.029, 'neu': 0.687, 'pos': 0.285, 'compound': 0.8772}",0.8772,pos
30,@raghav_bijalwan,2023-01-04T10:05:27.000Z,"Situation in #Joshimath really concerning.

Prayers to Sri Narsimha dev ji.
1
1
118","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
31,@Suyogya18,2023-01-04T19:44:43.000Z,"Let's pray that #Joshimath does not face what #Kedarnath did back in 2013...

#SaveJoshimath
148","{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.3182}",0.3182,pos
32,@ByAnamika,2023-01-04T05:31:53.000Z,"घरो में दरारों के बाद अब पानी का रिसाव भी  शुरू हो गया है,खतरा समय के साथ बढ़ता जा रहा है,प्रथमिकता 500परिवारों को सुरक्षित किये जाने की होनी चाहिए,6 परिवार पलायन कर सुरक्षित जगह जा चुके हैं लेकिन हर किसी के लिए ये संभव नहीं,लोग सरकार की तरफ अभी भी उम्मीद से देख रहे है #Joshimath
3
21
41
1,532","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
33,@rohitjuglan,2023-01-04T17:38:21.000Z,"मैं जोशीमठ की टूटती दिवारें लिखूँगा 
तुम धामी सरकार की नज़रअंदाज़ी समझना 
#Joshimath
The following media includes potentially sensitive content. Change settings
View
5
23
303
9,571","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
34,@Pavanasoonu,2023-01-04T07:43:32.000Z,"Joshi math Swamiji sent me this. 
  #AskPanditKatti 
#Joshimath
5
24
186
5,218","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
35,@imrajni_singh,2023-01-04T08:08:46.000Z,"जोशीमठ में दरारें बढ़ने के साथ पानी का रिसाव भी बढ़ रहा है.
#Joshimath
3
18
841","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
36,@Himansh256370,2023-01-04T04:25:39.000Z,"हल्द्वानी के लिए हल्ला, क्योंकि वहां Facts से ज्यादा राजनीति के अवसर दिख रहें हैं। इस अवसर का लाभ ले रहे नेताओं का जोश जोशीमठ के लिए ठंडा है, वहां लोगोंं का पलायन जारी है।
ऐसी राजनीति के लिए दौ मिनट का मौन
@harishrawatcmuk
 @SumitHridayesh
 #Haldwani #Joshimath 
@BJP4UK
 @INCDehradun
0:32
3,745 views
1
20
64
7,363","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
37,@UttarakhandTak,2023-01-04T17:28:12.000Z,"Joshimath : जोशीमठ के लोगों ने की उग्र आंदोलन की तैयारी, निकाला मशाल जुलूस, क्षेत्र में लगातार हो रहा भू धंसाव, गिर रही दीवारें, बड़े बड़े होटल्स भी ढहने की कगार पर

#joshimath
2
29
48
2,325","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
38,@aruneshpathania,2023-01-04T08:41:50.000Z,"साहब! जोशीमठ दरक रहा हैः
- सैंकड़ों मकानों में दरारें
- लोग खौफ के चलते हाड़कंपाती ठंड में घरों से बाहर
- कछुए की चाल से सरकार भूधंसाव के मसले पर आगे बढ़ रही

वहीं राजनीतिक दल और बड़े मीडिया वाले हलद्वानी में अवैध कब्जे वालों को बचाने में ताकत झोंक रहे हैं। 
#Joshimath
The following media includes potentially sensitive content. Change settings
View
1
15
37
1,531","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
39,@GauravAgrawaal,2023-01-04T11:42:20.000Z,"धंस रहा है उत्तराखंड का जोशीमठ। 500 से ज़्यादा घरों में दरारें पड़ गईं हैं। बिजली के खंभे टेढ़े हो गए हैं। कभी भी बड़ा ज़लज़ला आ सकता है। लोग घरों को छोड़ने पर मजबूर हैं। CM 
@pushkardhami
 ने हर संभव मदद का आश्वासन दिया है।

आपको आगाह करने वाली ख़बर, #LoudAndClear 

#Joshimath
4
6
31
991","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
40,@shivbhatt,2023-01-04T17:32:36.000Z,"#SaveJoshimath #Joshimath #जोशीमठ
Pyara Uttarakhand
@PyaraUKofficial
·
4 Jan
जोशीमठ में 16000 लोगों पर बड़ा संकट  जोशीमठ भू धंसाव को लेकर स्थानीय लोगों ने निकाला मशाल जुलूस

#Joshimath
2
6
323","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
41,@AshmitaBadoni,2023-01-04T12:46:59.000Z,"#Joshimath #SaveJoshimath
Meenakshi Kandwal मीनाक्षी कंडवाल
@MinakshiKandwal
·
2 Jan
ऐतिहासिक-सांस्कृतिक और बार्डर से लगा उत्तराखंड का जोशीमठ कराह रहा है। भूकंप के लिहाज से बहुत ज्यादा संवेदनशील ये इलाका.. जहां निवासियों ने बल्लियों और बांस के डंडों से घरों की छतें और दीवारें टिका रखी हैं... क्या होगा धरती जरा भी हिली।
#SaveJoshimath 
https://youtube.com/watch?v=6qHaepu8gSc…
1
5
628","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
42,@GoodNewsToday,2023-01-04T08:12:27.000Z,"जोशीमठ में 600 मकानों में दरारें आने के बाद प्रशासन का रेस्क्यू अभियान

#LunchTime #joshimath #rescue #uttarakhand 
@aditi_girotra
 @SHAGUFTADEV
2
7
562","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
43,@saritatiwariuk,2023-01-04T06:33:40.000Z,"हल्द्वानी मामले में मुख्यमंत्री 
@pushkardhami
  ने कहा , हमे न्यायालय पर भरोसा रखना चाहिए, उसके बाद फैसला लेंगे, राजनीति नही होनी चाहिए 

वही जोशीमठ को लेकर कहा कि एक टीम के साथ खुद जाकर जायज़ा लेंगे 

#हल्द्वानी_रेलवे_मामला_ #Haldwani #Joshimath
4
10
40
2,160","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
44,@AbpGanga,2023-01-04T15:28:17.000Z,"LIVE | #BaatToChubhegi | जोशीमठ में धंस रही जमीनों ने बढ़ाई चिंता

देखिए 
@SavalRohit
 के साथ LIVE

यहां देखें Live: https://bit.ly/3kmMoiQ

#Uttarakhand #Landslide #Joshimath
3:46
198 views
1
4
9
618","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
45,@AbpGanga,2023-01-04T15:28:17.000Z,"LIVE | #BaatToChubhegi | जोशीमठ में धंस रही जमीनों ने बढ़ाई चिंता

देखिए 
@SavalRohit
 के साथ LIVE

यहां देखें Live: https://bit.ly/3kmMoiQ

#Uttarakhand #Landslide #Joshimath
3:45
198 views
1
4
9
618","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
46,@zoo_bear,2023-01-05T16:03:21.000Z,"Protest continues as families in U'khand's Joshimath being evacuated after houses develop cracks. #Joshimath
english.varthabharati.in
Protest continues as families in U'khand's Joshimath being evacuated after houses develop cracks
Protests continued in the the Himalayan town of Joshimath on Thursday as the government began evacuating families staying in houses at risk after developing cracks.
7
113
449
25.3K","{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.7184}",-0.7184,neg
47,@timesofindia,2023-01-05T03:36:03.000Z,"#Uttarakhand | A large number of people took out a torchlight protest in #Joshimath yesterday as several houses developed deep cracks, leaving them in a panicked state. (ANI)
1
18
74
23.8K","{'neg': 0.165, 'neu': 0.792, 'pos': 0.043, 'compound': -0.5719}",-0.5719,neg
48,@Transctimes,2023-01-05T07:53:14.000Z,"#BREAKING SC stays Haldwani demolition, says 50,000 people can't be uprooted overnight 

‘A solution needs to be worked out keeping in view the people who face eviction from allegedly encroached railway land in #Haldwani’-SC

#Uttarakhand #Joshimath #HaldwaniEncroachment
5
14
1,690","{'neg': 0.071, 'neu': 0.875, 'pos': 0.054, 'compound': -0.1779}",-0.1779,neg
49,@Anukriti_Gusain,2023-01-05T13:17:10.000Z,"At such a time, the government should start rescue operations on a war footing. Today the lives of thousands of people are in danger on this land of holy Badrinath ji. #savejoshimath #joshimathsinking #anukritigusain #uttarakhand #जोशीमठ_बचाओ #joshimath
1
23
1,774","{'neg': 0.164, 'neu': 0.762, 'pos': 0.074, 'compound': -0.6124}",-0.6124,neg
50,@romolabutalia,2023-01-05T04:23:24.000Z,"Joshimath: Where are those who need 4 lane highways and helicopters to reach the sacred #Himalaya? Where are those who seek darshan of Sri Badrinathji first day first show?  Why are they not at #Joshimath where Sri Badrinathji resides in winter with the people of Uttarakhand?
Shivani Azad
@shivaniazadTOI
·
5 Jan
Why gateway to Badrinath is sinking under its own weight - https://timesofindia.indiatimes.com/city/dehradun/why-gateway-to-badrinath-is-sinking-under-its-own-weight/articleshow/96751040.cms…
@TOIPlus @TOIIndiaNews #joshimath
Show this thread
2
19
30
4,587","{'neg': 0.0, 'neu': 0.976, 'pos': 0.024, 'compound': 0.163}",0.163,pos
51,@bvpat2501,2023-01-05T16:46:20.000Z,"What is happening in #Joshimath 
13
18
103
10.8K","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
52,@Sunny16910644,2023-01-05T14:52:44.000Z,"Those people who were celebrating pain of Uttrakhand #Haldwani ppl, are now worried about #Joshimath Whereas all are humans in pain. Why so much hypocrisy. That's why God not helping humans.
#HaldwaniProtest #SaveJoshimath #disaster  #HaldwaniEncroachment
From 
Devbhoomi Dialogue
6
36
60
8,982","{'neg': 0.208, 'neu': 0.68, 'pos': 0.113, 'compound': -0.5978}",-0.5978,neg
53,@lmupreti,2023-01-05T12:06:13.000Z,"I think uttrakhand government is sleeping or may be busy in 2024 election 
@pushkardhami
 @narendramodi
 #savejoshimath #Joshimath
1
23
30
5,381","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
54,@meenakshisharan,2023-01-05T09:56:21.000Z,"Continued land subsidence caused by climate & infrastructural changes has led to major cracks in 570 houses in #Joshimath #Uttarakhand !

Residents’ve been demanding rehabilitation for over a year!

Challenging mother nature for blind road development?!

#joshimathsinking
Meenakshi Sharan
@meenakshisharan
·
11 Dec 2022
#GlobalWarming who’s responsible
I write ⁦⁦@firstpost⁩
US released over 509Gt CO2 since 1850-20% oftotal
China 11%
Russia 7%
Brazil 5%
Indonesia,Germany 4%
UK 3%
18 
1
23
24
5,556","{'neg': 0.076, 'neu': 0.87, 'pos': 0.054, 'compound': -0.3769}",-0.3769,neg
55,@MirrorNow,2023-01-05T10:14:37.000Z,"Uttarakhand's Joshimath is sinking. Cracks have developed on almost 561 houses and on some roads as well. Almost 3000 people have been affected by this. Residents hit the streets with torches to protest against the cracks. Watch 

#joshimath #uttarakhand #joshimathsinking
7
10
2,192","{'neg': 0.081, 'neu': 0.872, 'pos': 0.047, 'compound': -0.128}",-0.128,neg
56,@ndtv,2023-01-05T14:28:57.000Z,"Watch: Congress spokesperson Mahima Singh on land subsidence and damages taking place in Uttarakhand's #Joshimath
2:58
1,481 views
4
12
5,114","{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.4404}",-0.4404,neg
57,@MYPanwar13,2023-01-05T19:03:55.000Z,"Two places of Uttarakhand.
1. Joshimath 2. Haldwani

1. People of Joshimath are loosing their houses due to land subsidence bcz of various projects.

2. Illegal land encroachers have grabbed land in Haldwani for generations.

Unfortunate that people aren't concerned 4 #joshimath!
15
25
2,699","{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.784}",-0.784,neg
58,@ani_digital,2023-01-05T14:21:59.000Z,"Joshimath subsidence: Uttarakhand CM to hold high-level meet on Friday

Read 
@ANI
 Story | https://aninews.in/news/national/general-news/joshimath-subsidence-uttarakhand-cm-to-hold-high-level-meet-on-friday20230105194755/…

#Joshimath #Uttarakhand #PushkarSinghDhami
1
10
123
19.5K","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
59,@dna,2023-01-05T18:04:10.000Z,"DNA | Will Joshimath collapse? 

#Joshimath

For more videos, click here https://dnaindia.com/videos
2
12
1,648","{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.4939}",-0.4939,neg
